action_type,step,expected_utility
ActionType.TRANSFER,433,1627.1225497672556
ActionType.TRANSFER,434,1591.8958598515553
ActionType.TRANSFER,435,1460.2950000000071
ActionType.TRANSFER,436,1581.371999994951
ActionType.TRANSFER,437,1624.3289872708053
ActionType.TRANSFER,438,1646.0700905562203
ActionType.TRANSFORM,439,1669.5935064047487
ActionType.TRANSFER,440,1633.8657715146082
ActionType.TRANSFER,441,1579.6620000000073
ActionType.TRANSFER,442,1632.9689253493966
ActionType.TRANSFER,443,1676.5334163745395
ActionType.TRANSFORM,444,1700.2979185993713
ActionType.TRANSFORM,445,1724.152420776204
ActionType.TRANSFORM,446,1748.0969229054244
ActionType.TRANSFER,447,1760.5405441718515
ActionType.TRANSFER,448,1754.435130349452
ActionType.TRANSFER,449,1718.0020114605866
ActionType.TRANSFER,450,1782.3598577959463
ActionType.TRANSFER,451,1745.9843762777182
ActionType.TRANSFER,452,1760.042931006192
ActionType.TRANSFER,453,1755.1484486090724
ActionType.TRANSFER,454,1765.1292201566812
ActionType.TRANSFER,455,1728.0682924656182
ActionType.TRANSFER,456,1793.4260657318382
ActionType.TRANSFER,457,1793.3495549569986
ActionType.TRANSFER,458,1756.4200648134376
ActionType.TRANSFER,459,1708.1685000000198
ActionType.TRANSFER,460,1763.6396917882046
ActionType.TRANSFER,461,1808.9636902346592
ActionType.TRANSFORM,462,1833.6776971482134
ActionType.TRANSFORM,463,1858.4817039465383
ActionType.TRANSFORM,464,1872.9357122334834
ActionType.TRANSFER,465,1883.1036365099783
ActionType.TRANSFER,466,1845.2197755400848
ActionType.TRANSFER,467,1786.14228437776
ActionType.TRANSFER,468,1874.2038403778392
ActionType.TRANSFER,469,1836.0045828052582
ActionType.TRANSFER,470,1903.367803124997
ActionType.TRANSFER,471,1865.033350487157
ActionType.TRANSFER,472,1805.3414605773005
ActionType.TRANSFER,473,1768.7811898561642
ActionType.TRANSFER,474,1855.2937535061487
ActionType.TRANSFER,475,1818.6282202026866
ActionType.TRANSFER,476,1761.1135390694833
ActionType.TRANSFER,477,1848.170011971679
ActionType.TRANSFER,478,1790.4001099323293
ActionType.TRANSFER,479,1877.9021172946998
ActionType.TRANSFER,480,1840.7235914836065
ActionType.TRANSFER,481,1782.446419594837
ActionType.TRANSFER,482,1870.4909139170747
